fecha,pct_sobre_ma20,pct_sobre_ma50,pct_sobre_ma200
2025-11-26,52.48,46.53,59.6
2025-11-28,60.4,47.52,61.0
2025-12-01,57.43,44.55,61.0
2025-12-02,64.36,54.46,63.0
2025-12-03,69.31,57.43,68.0
2025-12-04,71.29,57.43,66.0
2025-12-05,70.3,58.42,71.0
2025-12-08,66.34,53.47,67.0
2025-12-09,64.36,51.49,66.0
2025-12-10,67.33,59.41,68.0
2025-12-11,72.28,60.4,67.0
2025-12-12,62.38,53.47,66.0
2025-12-15,56.44,54.46,67.0
2025-12-16,57.43,56.44,66.0
2025-12-17,47.52,55.45,64.0
2025-12-18,56.44,57.43,68.0
2025-12-19,57.43,57.43,66.0
2025-12-22,63.37,60.4,66.0
2025-12-23,61.39,60.4,66.0
2025-12-24,61.39,60.4,66.0
2025-12-26,58.42,60.4,66.0
2025-12-29,57.43,61.39,66.0
2025-12-30,48.51,58.42,65.0
2025-12-31,31.68,52.48,64.0
2026-01-02,41.58,47.52,59.0
2026-01-05,50.5,53.47,63.0
2026-01-06,59.41,59.41,66.0
2026-01-07,59.41,57.43,67.0
2026-01-08,59.41,59.41,65.0
2026-01-09,62.38,60.4,67.0
2026-01-12,60.4,62.38,65.0
2026-01-13,58.42,60.4,64.36
2026-01-14,58.42,61.39,61.39
2026-01-15,59.41,60.4,64.36
2026-01-16,59.41,58.42,62.38
2026-01-20,49.5,52.48,61.39
2026-01-21,54.46,59.41,61.39
2026-01-22,57.43,60.4,64.36
2026-01-23,59.41,62.38,63.37
2026-01-26,54.46,62.38,65.35
2026-01-27,59.41,65.35,68.32
2026-01-28,58.42,63.37,65.35
2026-01-29,53.47,60.4,61.39
2026-01-30,52.48,58.42,59.41
2026-02-02,46.53,56.44,59.41
2026-02-03,48.51,53.47,57.43
2026-02-04,45.54,54.46,55.45
2026-02-05,42.57,50.5,52.48
2026-02-06,50.5,56.44,55.45
2026-02-09,50.5,57.43,55.45
2026-02-10,51.49,54.46,56.44
2026-02-11,54.46,53.47,57.43
2026-02-12,50.5,51.49,56.44
2026-02-13,50.5,51.49,57.43
2026-02-17,48.51,51.49,55.45
2026-02-18,54.46,52.48,55.45
2026-02-19,47.52,54.46,55.45
2026-02-20,53.47,53.47,56.44
2026-02-23,49.5,53.47,54.46
2026-02-24,51.49,54.46,57.43
2026-02-25,62.38,56.44,57.43
2026-02-26,57.43,57.43,58.42
2026-02-27,56.44,52.48,59.41
2026-03-02,53.47,53.47,57.43
2026-03-03,44.55,46.53,54.46
2026-03-04,59.41,53.47,53.47
2026-03-05,47.52,45.54,55.45
2026-03-06,42.57,39.6,54.46
2026-03-09,44.55,48.51,53.47
2026-03-10,44.55,44.55,52.48
2026-03-11,45.54,44.55,52.48
2026-03-12,27.72,32.67,51.49
2026-03-13,28.71,31.68,49.5
2026-03-16,33.66,34.65,51.49
2026-03-17,35.64,40.59,51.49
2026-03-18,27.72,30.69,49.5
2026-03-19,30.69,30.69,49.5
2026-03-20,21.78,21.78,44.55
2026-03-23,27.72,24.75,48.51
2026-03-24,21.78,24.75,49.5
2026-03-25,28.71,30.69,49.5
2026-03-26,14.85,18.81,49.5
2026-03-27,10.89,17.82,45.54
2026-03-30,10.89,15.84,43.56
2026-03-31,32.67,23.76,47.52
2026-04-01,44.55,28.71,48.51
2026-04-02,46.53,32.67,48.51
2026-04-06,53.47,37.62,48.51
2026-04-07,54.46,32.67,49.5
2026-04-08,73.27,52.48,52.48
2026-04-09,67.33,53.47,53.47
2026-04-10,61.39,49.5,52.48
2026-04-13,71.29,51.49,55.45
2026-04-14,76.24,56.44,55.45
2026-04-15,79.21,61.39,55.45
2026-04-16,79.21,65.35,56.44
2026-04-17,84.16,68.32,58.42
2026-04-20,85.15,70.3,57.43
2026-04-21,76.24,67.33,58.42
2026-04-22,78.22,69.31,59.41
2026-04-23,74.26,67.33,57.43
2026-04-24,73.27,67.33,59.41
2026-04-27,66.34,63.37,59.41
2026-04-28,62.38,60.4,59.41
2026-04-29,60.4,60.4,60.4
2026-04-30,65.35,68.32,62.38
2026-05-01,69.31,71.29,62.38
2026-05-04,62.38,66.34,61.39
2026-05-05,61.39,65.35,61.39
2026-05-06,67.33,63.37,62.38
2026-05-07,64.36,66.34,63.37
2026-05-08,59.41,61.39,63.37
2026-05-11,53.47,58.42,64.36
2026-05-12,57.43,59.41,64.36
2026-05-13,53.47,56.44,63.37
2026-05-14,51.49,56.44,64.36
2026-05-15,52.48,57.43,64.36
2026-05-18,58.42,61.39,64.36
2026-05-19,51.49,58.42,61.39
2026-05-20,59.41,64.36,64.36
2026-05-21,59.41,64.36,64.36
2026-05-22,62.38,66.34,64.36
2026-05-26,62.38,60.4,65.35
2026-05-27,60.4,58.42,67.33
2026-05-28,64.36,66.34,67.33
2026-05-29,57.43,62.38,65.35
2026-06-01,60.4,68.32,60.4
2026-06-02,59.41,61.39,60.4
2026-06-03,58.42,62.38,63.37
2026-06-04,60.4,66.34,65.35
2026-06-05,49.5,54.46,64.36
2026-06-08,46.53,59.41,64.36
2026-06-09,45.54,54.46,63.37
2026-06-10,37.62,46.53,59.41
2026-06-11,51.49,51.49,62.38
2026-06-12,55.45,54.46,63.37
2026-06-15,61.39,64.36,63.37
2026-06-16,57.43,61.39,63.37
2026-06-17,38.61,51.49,63.37
2026-06-18,41.58,57.43,62.38
2026-06-22,44.55,49.5,62.38
2026-06-23,38.61,53.47,64.36
2026-06-24,44.55,58.42,64.36
2026-06-25,44.55,54.46,60.4
2026-06-26,47.52,50.5,60.4
2026-06-29,51.49,51.49,61.39
2026-06-30,51.49,51.49,63.37
2026-07-01,55.45,56.44,62.38
2026-07-02,57.43,56.44,64.36
2026-07-06,57.4,56.4,64.4
2026-07-08,54.5,53.5,64.4
2026-07-09,54.5,57.4,63.4
2026-07-10,64.0,61.0,66.0
2026-07-15,57.0,57.0,66.0
2026-07-16,56.0,58.0,68.0
